Annotator,Annotation,ID
ntri1022,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
ntri1022,Entertainment,INXS relive one of their most successful years ever and their toughest
ntri1022,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
ntri1022,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
ntri1022,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
ntri1022,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
ntri1022,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
ntri1022,Other,DU to go back to reevaluation system : News
ntri1022,Other,"We put your tax return hell questions to HMRC, and this is what they said"
ntri1022,Other,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
ntri1022,Other,"36 Hours in Strasbourg, France"
ntri1022,Other,19 Things Scottish People Miss When They Move To London
ntri1022,Politics,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
ntri1022,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
ntri1022,Politics,What has the Human Rights Act done for you?
ntri1022,Politics,Iraq Reaches Major Oil Deal With Kurds
ntri1022,Politics,Cong escalates attack on govt through social media - The Times of India
ntri1022,Politics,We should be banking on a brighter future for Scotland
ntri1022,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
ntri1022,Politics,From the flower pot to Pantibar: Enda's gay support evolution
ntri1022,Politics,72-hour wait for Missouri abortions takes effect next month
ntri1022,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
ntri1022,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
ntri1022,Science and Technology,Potentially interesting
ntri1022,Science and Technology,Apple CarPlay infotainment system has lots of potential
ntri1022,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
ntri1022,Science and Technology,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
ntri1022,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
ntri1022,Science and Technology,Anticipating the rise of the machine
ntri1022,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
ntri1022,Society,What is a sinkhole?
ntri1022,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
ntri1022,Society,The unborn babies who are already smiling for the camera
ntri1022,Society,The Government's bid to boost mobile coverage could easily backfire - Telegraph
ntri1022,Society,'Parents these days' are judged too harshly
ntri1022,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
ntri1022,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
ntri1022,Society,Kane's account of sting draws increasing fire
ntri1022,Society,Dewani cop didn't ace it
ntri1022,Society,How Britain Made James Foley's Killer
ntri1022,Society,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
ntri1022,Society,Prosecutors seek to have McDonnell jailed during appeal
ntri1022,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
ntri1022,Society,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
ntri1022,Society,Australia's best private pools on the market
ntri1022,Society,The words that ended my marriage
ntri1022,Society,How to find love in 2015 without it costing the earth
ntri1022,Society,Philippine storm death toll rises to six - The Times of India
ntri1022,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
ntri1022,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
ntri1022,Society,Met policeman cleared after kicking mother tending to her child in hospital
ntri1022,Society,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
ntri1022,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
ntri1022,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
ntri1022,Sports,Ice hockey boy gets floored
ntri1022,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
ntri1022,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
ntri1022,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
ntri1022,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
ntri1022,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
ntri1022,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
ntri1022,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
ntri1022,War,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
ntri1022,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
peli3886,Business,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
peli3886,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
peli3886,Business,Over half of all gadgets used at Christmas were made by Apple
peli3886,Business,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
peli3886,Business,Iraq Reaches Major Oil Deal With Kurds
peli3886,Business,"We put your tax return hell questions to HMRC, and this is what they said"
peli3886,Business,'Ship Your Enemies Glitter' business sells for $85K
peli3886,Business,Hamish McRae: Lessons for all as America bounces back
peli3886,Business,How to find love in 2015 without it costing the earth
peli3886,Business,30 Items We Just Know You're Going To Want For Fall
peli3886,Entertainment,Eastenders: Carter clan set to implode in 2015
peli3886,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
peli3886,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
peli3886,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
peli3886,Entertainment,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
peli3886,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
peli3886,Entertainment,INXS relive one of their most successful years ever and their toughest
peli3886,Entertainment,"36 Hours in Strasbourg, France"
peli3886,Entertainment,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
peli3886,Entertainment,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
peli3886,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
peli3886,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
peli3886,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
peli3886,Entertainment,DUBS Bring Down The Noise In Night Clubs
peli3886,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
peli3886,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
peli3886,Error,Dewani cop didn't ace it
peli3886,Error,The words that ended my marriage
peli3886,Error,19 Things Scottish People Miss When They Move To London
peli3886,Health,The unborn babies who are already smiling for the camera
peli3886,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
peli3886,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
peli3886,Other,The weirdest moments from 30 years of 'Ninja Turtles'
peli3886,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
peli3886,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
peli3886,Politics,What has the Human Rights Act done for you?
peli3886,Politics,DU to go back to reevaluation system : News
peli3886,Politics,Cong escalates attack on govt through social media - The Times of India
peli3886,Politics,Prosecutors seek to have McDonnell jailed during appeal
peli3886,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
peli3886,Politics,72-hour wait for Missouri abortions takes effect next month
peli3886,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
peli3886,Politics,'Impossible' for Saudi to reduce oil output: minister
peli3886,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
peli3886,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
peli3886,Science and Technology,Apple CarPlay infotainment system has lots of potential
peli3886,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
peli3886,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
peli3886,Science and Technology,Anticipating the rise of the machine
peli3886,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
peli3886,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
peli3886,Society,What is a sinkhole?
peli3886,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
peli3886,Society,Snapper star dies
peli3886,Society,'Parents these days' are judged too harshly
peli3886,Society,Potentially interesting
peli3886,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
peli3886,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
peli3886,Society,We should be banking on a brighter future for Scotland
peli3886,Society,Kane's account of sting draws increasing fire
peli3886,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
peli3886,Society,Australia's best private pools on the market
peli3886,Society,From the flower pot to Pantibar: Enda's gay support evolution
peli3886,Society,Philippine storm death toll rises to six - The Times of India
peli3886,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
peli3886,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
peli3886,Society,Met policeman cleared after kicking mother tending to her child in hospital
peli3886,Society,Leading golfer Ian Poulter accused of being out of touch with reality
peli3886,Society,Victorian Liberals sack candidate over role for porn star in campaign event
peli3886,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
peli3886,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
peli3886,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
peli3886,Sports,Ice hockey boy gets floored
peli3886,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
peli3886,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
peli3886,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
peli3886,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
peli3886,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
peli3886,War,How Britain Made James Foley's Killer
peli3886,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
pwan9004,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
pwan9004,Business,Over half of all gadgets used at Christmas were made by Apple
pwan9004,Business,Potentially interesting
pwan9004,Business,"We put your tax return hell questions to HMRC, and this is what they said"
